id,date,language,title,normalized_rating,actual_rating,offering_Accommodation,offering_Food & Beverage,offering_Retail,offering_Tourism Attractions/ Sites,offering_Religious,destination,sentiment_lexicon,sentiment_LLM,clean_content,theme_LDA,theme_BERT,num_offerings,month_year
377380-167536214131,2021-02-13 04:58:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,راي فالكل يعرف ماهو المسجد الحرام,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536214191,2021-02-13 05:58:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,الصفا والمروة شعائر الله ۖ حج البيت اعتمر جناح يطوف ۚ تطوع خيرا الله شاكر عليم,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536214208,2021-02-13 02:58:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,جزاكم الله خيرا,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536215920,2021-02-12 23:59:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,excellent service,Food & Dining / Restaurants,Positive customer feedback,1,2021-02
377380-167536216014,2021-02-12 22:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,يارب ارزقنا زيارته أعواما مديدة,Attractions & Scenic / Heritage Sites,Positive customer feedback,1,2021-02
377380-167536219161,2021-02-13 03:58:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,أطهر مكان وجه الأرض,Attractions & Scenic / Heritage Sites,Hotel cleanliness quality,1,2021-02
377380-167536223459,2021-02-12 20:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,اللهم,Religious / Spiritual & Tranquil Sites,Need for improvement,1,2021-02
377380-167536223906,2021-02-12 19:59:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,oh god house honorable respectful terrifying,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536225188,2021-02-12 20:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,راحه نفسيه وطمأنينة,Religious / Spiritual & Tranquil Sites,Peaceful and Beautiful Atmosphere,1,2021-02
377380-167536225193,2021-02-12 20:59:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,best place earth,Food & Dining / Restaurants,Beautiful places,1,2021-02
377380-167536225254,2021-02-12 18:59:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,lovable place,Food & Dining / Restaurants,Family-friendly place,1,2021-02
377380-167536228068,2021-02-12 16:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,ان شااللة يزول المرض وترجع الحياة اول,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-02
377380-167536228199,2021-02-12 15:59:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,best place ever earth hamdulilah,Food & Dining / Restaurants,Beautiful places,1,2021-02
377380-167536228200,2021-02-12 22:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,فعلا حاجه نفرح جزاكم الله خير الجزاء,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536228351,2021-02-12 20:59:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,blessed,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536231477,2021-02-12 15:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,مكان الراحه,Accommodation & Positive Venue Experience,Need for improvement,1,2021-02
377380-167536231714,2021-02-12 16:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,بيت الله الحرام حفظه الله شر وحاسد حاقد,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536232823,2021-02-12 15:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,نسأل الله القبول,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-02
377380-167536232841,2021-02-12 15:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,اجمل مكان واشرف مكان بالدنيا,Accommodation & Positive Venue Experience,Beautiful places,1,2021-02
377380-167536234225,2021-02-12 13:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,المكان جيدا يوجد مكان احسن المسجد الحرام والمسجد النبوي علي وجه الارض,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536235719,2021-02-12 16:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,negative,انا لاقيم بيت الله الحرام,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536235732,2021-02-12 14:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,اجمل مكان,Accommodation & Positive Venue Experience,Beautiful places,1,2021-02
377380-167536237220,2021-02-12 15:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,أطهر باقع الأرض اجمل الحرم اللهم ابعد الوباء المكان,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-02
377380-167536238607,2021-02-12 13:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,بيت الله الحرام الطمأنينة الله يغفر لناويغفر ويرحمنا ويرحمكم أجمعين,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536238801,2021-02-12 13:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,لامثيل,Food & Dining / Restaurants,Need for improvement,1,2021-02
377380-167536240030,2021-02-12 11:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,ممتاز جدا,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-02
377380-167536240068,2021-02-12 13:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,ياالله ياجماعه ايش الراحه النفسيه اللي حسيت ومرت كأنها ثواني معدوده الله يرزق يتمنى يصلي او يعتمر,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-02
377380-167536241526,2021-02-12 13:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,اللهم اجعلنى عمار المسجد الحرام,City Amenities & Shopping (Riyadh-focused),Religious expressions,1,2021-02
377380-167536244362,2021-02-12 13:59:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,neutral,first house laid people bowed,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536246392,2021-02-12 11:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,انه بيت الله الحرام,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536247478,2021-02-12 12:59:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,want go,Food & Dining / Restaurants,Need for improvement,1,2021-02
377380-167536248513,2021-02-12 12:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,ممتاز جدا جدا,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-02
377380-167536249940,2021-02-12 10:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,الحرم المكي مساحته مليون متر مربع يسع ٢ مليون شخص الحرم المكي مساحته مليون متر مربع يسع ٢ مليون شخص يزوره ٢٠ مليون إنسان سنويا مفتوح ٢٤ ساعه يغلق ١٨٠٠ عامل نظافة ٤٠ سيارة نظافة كهربائية ٦٠ آله لتنظيف الساحات ٢٠٠٠ حاوية نظافة ٤٠٠٠٠ الف سجادة الحرم أطول المسافة جدة مكة ٧٩ مخزن يتسع ١٥٠٠٠ الف سجادة ١٣٠٠٠ الف دورة مياة يتم تنظيفها ٤ مرات يوميا ٢٥٠٠٠ الف حافظة ماء أكبر سقيا الماء العالم ١٠٠ عينة عشوائية تفحص يوميا الماء الماء الفائض زمزم يخزن مخزن يتسع الي ١٧٠٠٠٠٠ قارورة ماء سعة ١٠ لتر مقرأة الحرمين خدمة مجانية ٢٤ ساعه يوميا مجازة بالقراءات العشرة اكثر ١٨٠ دولة استفادة اكثر نصف مليون ٥٠٠٠٠٠ موعد خلال ٣ سنوات ٢٠٠٠ صندوق أمانات مئات وحدات التبريد بالحرم البلاط يعكس الضوء ويعكس الحرارة خدمة تطبيق المقصد يدلك علي اي مكان بالحرم الأنظمة الصوتية نسبة الخطأ ٠ ٪ ٦٠٠٠ سماعة صوتية ٤ أنظمة صوتية ٥٠ موظف صوت مصاحف مترجمة الي ٦٥ لغة مختلفه ترجمة خطبة الجمعة الي ٥ لغات مختلفة خدمات ذوي الاحتياجات الخاصة ١٠٠٠٠ الآلاف عربة عادية توزع مجانا ٤٠٠ عربة الكترونية العربات المستقلة الثنائية والثلاثية ٤٠٠٠٠٠٠ إفطار صائم ٥٠٠٠٠٠ تمرة منزوعة النوي توزع داخل الحرم ينتهي التنظيف الإفطار دقيقتين فقط اللهم احفظ بيتك الحرام يريد سوء حفيظ اللهم أمين,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536252715,2021-02-12 12:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,الحمدلله,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-02
377380-167536252727,2021-02-12 11:59:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,جنه الله ارضه,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536255860,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,الله وحده شريك الله اكبر كبيرا والحمد لله بكرة واصيلا,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536255901,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,ممتاز,Religious / Spiritual & Tranquil Sites,Positive customer feedback,1,2021-02
377380-167536256098,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,جهد يشكرون,Attractions & Scenic / Heritage Sites,Positive customer feedback,1,2021-02
377380-167536263036,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,تنظيم وترتيب,Accommodation & Positive Venue Experience,Need for improvement,1,2021-02
377380-167536263182,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,morelast visit covid era different usual much space perform ritual peacefully sure missed blessed gathering toughly done tawaf long stay haram traditional thing remained part every visit whole life,Food & Dining / Restaurants,Beautiful places,1,2021-02
377380-167536263183,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,أطهر بقعة وجه الكون,Attractions & Scenic / Heritage Sites,Hotel cleanliness quality,1,2021-02
377380-167536264406,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,أجمل مكان الكون,City Amenities & Shopping (Riyadh-focused),Beautiful places,1,2021-02
377380-167536265516,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,الله يتقبل ويرزقنا المغفرة والقبول,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-02
377380-167536265553,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,أراد الراحة والطمأنينة وراحة البال وذهاب الهموم والغموم والأجر العظيم فليأتي,City Amenities & Shopping (Riyadh-focused),Peaceful and Beautiful Atmosphere,1,2021-02
377380-167536266864,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,excellent,Food & Dining / Restaurants,Restaurant dining experience,1,2021-02
377380-167536266865,2021-02-09 00:00:00+00:00,eng,Jaranah Mosque,100.0,5.0,0,0,0,0,1,Makkah,positive,neutral,mosque people makkah perform umrah end haram northeastern side prophet may god prayer peace upon visited divided spoil returned hunayn battle ibn abbas narrated messenger god may god prayer peace upon performed four umrahs umrah alhudaybiyyah umrah qada meet third aljarana fourth hajj,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536266910,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,nice place muslim,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536268016,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,أجمل وأطهر البقاع,Attractions & Scenic / Heritage Sites,Hotel cleanliness quality,1,2021-02
377380-167536269832,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,احب المكان,Accommodation & Positive Venue Experience,Tourist attractions,1,2021-02
377380-167536273494,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,holy place world muslim,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536273501,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,love,Food & Dining / Restaurants,Customer satisfaction,1,2021-02
377380-167536273502,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,اللهم بلغ محروم,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536276419,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,nice beautiful place,Food & Dining / Restaurants,Peaceful and Beautiful Atmosphere,1,2021-02
377380-167536276420,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,اللهم تقبل منا واغفر,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-02
377380-167536276641,2021-02-10 00:00:00+00:00,ara,Jaranah Mosque,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,نضيف وحلو,Religious / Spiritual & Tranquil Sites,Need for improvement,1,2021-02
377380-167536276847,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,80.0,4.0,0,0,0,0,1,Makkah,neutral,positive,رائع,Religious / Spiritual & Tranquil Sites,Positive customer feedback,1,2021-02
377380-167536277569,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,هذ المكان جاء إليه يجد الراحه النفسيه والطمأنينة يستطيع لإنسان وصفه,City Amenities & Shopping (Riyadh-focused),Peaceful and Beautiful Atmosphere,1,2021-02
377380-167536277661,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,أســــأل اللــــه العظيـــم يجعلكـــــم مــــن أسعــــــد السعـــــــداء وأن يتـــــم عليكـــم النعمـــــه والهنـــــاء والصحــــــة والشفــــــاء أســــأل اللــــه العظيـــم يجعلكـــــم مــــن أسعــــــد السعـــــــداء وأن يتـــــم عليكـــم النعمـــــه والهنـــــاء والصحــــــة والشفــــــاء وأن يغفــــر لڪـــم ولـــوالديڪـــــم وڪـــل عزيـــــز لديڪــــم وان يحفظكــــم مــــن ڪـــل ســــوء ومڪــــروه ويرزقكـــم مــــن خيــــري الدنيـــــا والآخـــرة ويرضـــــى عنڪــــم رضــــا ليــــس بعـــــده الجنــــه اللهــــــم آميـــــن,City Amenities & Shopping (Riyadh-focused),Religious expressions,1,2021-02
377380-167536284786,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,أطهر البقاع,Attractions & Scenic / Heritage Sites,Hotel cleanliness quality,1,2021-02
377380-167536284884,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,والله إنك لخير أرض الله ، وأحب أرض الله الله ، ولولا أني أخرجت منك خرجت محمد صحيح الجامع ٥٥٣٦,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536285310,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,اجمل واطهر مكان علي وجه الارض,Attractions & Scenic / Heritage Sites,Beautiful places,1,2021-02
377380-167536285314,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,التنظيم رائع خدمات ممتازه,Accommodation & Positive Venue Experience,Positive customer feedback,1,2021-02
377380-167536285316,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,peaceful place earth,Food & Dining / Restaurants,Peaceful and Beautiful Atmosphere,1,2021-02
377380-167536286126,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,negative,word place allah house,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536286339,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,masjid alharam world number one place,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536295599,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,تنظيم وجميع الإجراءات الاحترازات الوقائية متوفره أكمل وجه,Accommodation & Positive Venue Experience,Hotel cleanliness quality,1,2021-02
377380-167536295618,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,great place,Food & Dining / Restaurants,Beautiful places,1,2021-02
377380-167536295720,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,مهبط الوحي تعلو مرتقى الأمل فافسح رجاءك واطلب فسحة الأجل مهبط الوحي تعلو مرتقى الأمل فافسح رجاءك واطلب فسحة الأجل تنتجع للأماني بعده دولا فقد تأملت راهب الدول وانظر الى صفوة الخلق ظهرت للناس آياته صفوة الرسل الى الإمام أبدت أسرته سيما الأئمة آبائه الأول ينطح القرنين صخرته لعاد واهي قرون الرأس كالوعل,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536297685,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,أطهر بقاء الأرض ومحد يقدر ينكر الذيء,Food & Dining / Restaurants,Hotel cleanliness quality,1,2021-02
377380-167536299091,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,محمدا تركت فيكم الثقلين ، تمسكتم ، تضلوا كتاب الله ، وعترتي أهل بيتي,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-02
377380-167536299097,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,الحرم وكل عماله وكل خدماته ممتازة الله يبارك واحفظهم,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536299098,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,one islam pilgrimage place world,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536303237,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,روحانية عالية وتجرد الذات والتجا الى الله اله الا الله محمد رسول الله,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536303377,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,بيت الله تهفو النفس وتشتاق الراحه النفسيه والسعادة والأمان,City Amenities & Shopping (Riyadh-focused),Religious expressions,1,2021-02
377380-167536303885,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,لايحتاج تقييم,Accommodation & Positive Venue Experience,Need for improvement,1,2021-02
377380-167536311820,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,20.0,1.0,0,0,0,0,1,Makkah,neutral,negative,عدم الرد الاتصالات,Accommodation & Positive Venue Experience,Temporarily closed businesses,1,2021-02
377380-167536312914,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,القلب دائما,Attractions & Scenic / Heritage Sites,Nighttime park experience,1,2021-02
377380-167536312937,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,ااااه مأعظم المكان مسجد رسول الله ومنطلق الرسالة ودار الإمارة وقبر الصحابه وفيه الروضة الشريفه قال عنها رسول الله انها روضه رياض الجنة ومنه انتشر الإسلام بقاع الارض,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536315273,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,ممتاز,Religious / Spiritual & Tranquil Sites,Positive customer feedback,1,2021-02
377380-167536315543,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,dare rate sacred mosque less star star star center earth assessment,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536315546,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,holy placemay allah bless u pray mosque,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536315735,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,الدار ونعم يديرونها الحرم الكرم أقومه لصلاة واحدة بالدنيا اللهم أدم علينا الأمن والإيمان والسلامة والإسلام يارب العالمين,City Amenities & Shopping (Riyadh-focused),Religious expressions,1,2021-02
377380-167536315742,2021-02-12 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,good place,Food & Dining / Restaurants,Family-friendly place,1,2021-02
377380-167536319239,2021-02-12 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,أطهر بقعة الكون,Food & Dining / Restaurants,Hotel cleanliness quality,1,2021-02
377380-167536323815,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,جبل الرماة,Religious / Spiritual & Tranquil Sites,Beautiful places,1,2021-02
377380-167536326397,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,ربنا يكتبهالنا جميعااا,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536326405,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,best part earth honored honored,Food & Dining / Restaurants,Beautiful places,1,2021-02
377380-167536326418,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,الله يتقبل المسلمين,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536326750,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,قمة الروعة,Religious / Spiritual & Tranquil Sites,Hotel cleanliness quality,1,2021-02
377380-167536326753,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,خير بيت,Accommodation & Positive Venue Experience,Beautiful places,1,2021-02
377380-167536327004,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,oh god accept hearing knowing,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536327068,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,خير بقاع الأرض,Attractions & Scenic / Heritage Sites,Beautiful places,1,2021-02
377380-167536327069,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,neutral,المكان يحتاج لتقيم,Attractions & Scenic / Heritage Sites,Need for improvement,1,2021-02
377380-167536331545,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,beautiful place face earth spirituality psychological comfort god increase house honor prestige give u lover visit prayer umrah hajj purest part earth,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536340320,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,positive,احلي مكان الدنيا,Accommodation & Positive Venue Experience,Religious expressions,1,2021-02
377380-167536340345,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,negative,subhanallah miss place much place beautiful good place pray,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536340348,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,oh god mercy parent forgive gather paradise lord,Religious / Spiritual & Tranquil Sites,Religious expressions,1,2021-02
377380-167536340465,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,beautiful beautiful beautiful house god ask god deprive u house beautiful god beautiful,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536340500,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,negative,غني التعريف,Religious / Spiritual & Tranquil Sites,Cinema experience,1,2021-02
377380-167536340502,2021-02-11 00:00:00+00:00,ara,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,neutral,negative,قبلة المسلمين,Attractions & Scenic / Heritage Sites,Religious expressions,1,2021-02
377380-167536340765,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,place better great crowded delay umrah,Food & Dining / Restaurants,Shopping malls,1,2021-02
377380-167536345270,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,ya allah accept umrah dua done loved one ameen,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536345289,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,20.0,1.0,0,0,0,0,1,Makkah,positive,positive,one beautiful wonderful thing praise god honored going quenches thirst heart god forbidden u,Food & Dining / Restaurants,Religious expressions,1,2021-02
377380-167536345307,2021-02-11 00:00:00+00:00,eng,Masjid al-Haram,100.0,5.0,0,0,0,0,1,Makkah,positive,positive,amazing place may muslim always protected always given way visit holy land kaaba,Food & Dining / Restaurants,Religious expressions,1,2021-02
